,ID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,reviews,ratings,Processed review
658,658,0.127,0.794,0.079,-0.647,0.7889549136161804,0.19135838747024536,0.01968669891357422,"   I booked and paid for what I thought was a business class seat on a flight to Athens. What I got was a premium economy seat. The first nine rows were business class seats, rows 10 to 16 were what should have been the premium economy cabin (but had been added to the business class section) which had less comfortable seats that didn’t fully recline, unlike the seats in rows 1 to 9 (I was in row 11). This is not a case of me being snobby, but simply a point of principle and a clear case of BA mis-selling. Had I known prior that I would be paying the same business class price but for seats that were less comfortable than other business class passengers on the same flight, I wouldn’t have booked. I complained on board along with several other passengers who also resented being scammed in that way. I also made a formal complaint to BA but was fobbed off. Apparently this is a long running scam, I don’t know how they get away with it.",1,"booked paid thought business class seat flight Athens. What got premium economy seat. The first nine row business class seats, row 10 16 premium economy cabin (but added business class section) less comfortable seat didn’t fully recline, unlike seat row 1 9 (I row 11). This case snobby, simply point principle clear case BA mis-selling. Had known prior would paying business class price seat less comfortable business class passenger flight, wouldn’t booked. complained board along several passenger also resented scammed way. also made formal complaint BA fobbed off. Apparently long running scam, don’t know get away it."
659,659,0.095,0.789,0.116,0.3818,0.7959772944450378,0.17178110778331757,0.03224160149693489,"   Terrible customer service. Booked my flight before Covid. Couldn’t go, still can’t go as borders are still closed. I wasn’t given an option just told I have to take a voucher. Now I have no job and no plans to travel and they refuse to give me my money back although I booked for a flight for Cayman and I still haven’t been able to go. They cannot provide the service I paid for and refuse to refund me. They are not sympathetic or understanding.  The voucher is valid for another two years, I wonder how many flights will go up by then. I wonder how many more regulations there will be. I’ve been such a good customer and feel I deserve better. ",1,"Terrible customer service. Booked flight Covid. Couldn’t go, still can’t go border still closed. wasn’t given option told take voucher. Now job plan travel refuse give money back although booked flight Cayman still haven’t able go. They cannot provide service paid refuse refund me. They sympathetic understanding. The voucher valid another two years, wonder many flight go then. wonder many regulation be. I’ve good customer feel deserve better."
660,660,0.135,0.735,0.13,0.3428,0.3799424171447754,0.4237897992134094,0.19626784324645996,"  This was my first flight during the pandemic, so it was understandable the difficulties facing airlines. Check-in was longer than normal due to the vaccine checks and passenger locator forms etc. But on the return flight, it was a total mess. Just two counters open for economy and one for business. There were arguments regarding vaccine checks, where two BA staff were contradicting each other. It took an hour and ten minutes just to check in, resulting in the flight delay. On board, I was not expecting great service.  Seating was extremely uncomfortable, 29 inch pitch and 17 inch wide seats - just about bearable for an hour and a half flight.  On board service was a packet of crisps and a small bottle of water from another, no eye contact with me just handed out. However, I was pleased that disembarking passengers were let out in groups, despite a few idiots who decided to stand a up to get their hand luggage out while the aircraft is was still taxing to the gate. The cabin crew did manage to force them back to their seats and close the lockers.",2,"This first flight pandemic, understandable difficulty facing airlines. Check-in longer normal due vaccine check passenger locator form etc. But return flight, total mess. Just two counter open economy one business. There argument regarding vaccine checks, two BA staff contradicting other. It took hour ten minute check in, resulting flight delay. On board, expecting great service. Seating extremely uncomfortable, 29 inch pitch 17 inch wide seat - bearable hour half flight. On board service packet crisp small bottle water another, eye contact handed out. However, pleased disembarking passenger let groups, despite idiot decided stand get hand luggage aircraft still taxing gate. The cabin crew manage force back seat close lockers."
661,661,0.052,0.8,0.148,0.7783,0.023426610976457596,0.40687382221221924,0.5696995258331299,"  LCA to LHR in Club Europe. Quick check-in at LCA with speedy passport control and security. Aspire lounge was clean and spacious with reasonable buffet food and drink. Boarding by group and pushback on time. CE stretched back a full 15 rows and the single toilet struggled. Drinks and meal service was efficient despite the many rows, but the vegetarian option was the usual pasta splodge and reminiscent of economy of yore. Onboard W-Fi was adequate, if rather slow, and it shouldn't be charged for in business class. Arrival ahead of schedule. Disembarking en masse and through e-gates surprisingly quickly. Overall, a flight that was typical of the post-COVID standard for short-haul business class.",7,"LCA LHR Club Europe. Quick check-in LCA speedy passport control security. Aspire lounge clean spacious reasonable buffet food drink. Boarding group pushback time. CE stretched back full 15 row single toilet struggled. Drinks meal service efficient despite many rows, vegetarian option usual pasta splodge reminiscent economy yore. Onboard W-Fi adequate, rather slow, charged business class. Arrival ahead schedule. Disembarking en masse e-gates surprisingly quickly. Overall, flight typical post-COVID standard short-haul business class."
662,662,0.117,0.829,0.054,-0.7713,0.5518561601638794,0.4045999050140381,0.04354396089911461,"   I had booked a flight from Heathrow on Friday 27th August 2021 to fly to Manchester Airport. On arrival at Heathrow to check in, the British Airways staff informed me that I had booked both flight seats in my name by mistake. I offered to pay a fee to get the second seat changed to my sister's name but British Airways refused us to board and sent us home. However, the staff member who I spoke to at the desk promised to email us flight vouchers which I would get shortly so that I could fly at another time with BA since they do not offer refunds. I never received these flight vouchers. I have chased numerous times on the phone with BA staff who said that it was my error and that no flight vouchers would be sent to me. They have no record that a staff member spoke to me and promised these vouchers, they say I was just a 'no show' which is inaccurate. I have sent numerous emails to BA explaining what happened and asking form my promised vouchers. I have had no response to my emails/messages. One BA staff member on the phone said that I should track down the lady I spoke to at Heathrow and ask her if she remembers me. So ludicrous as I did not take her name and I doubt she would remember me since she sees hundreds of BA customers a day. ",1,"booked flight Heathrow Friday 27th August 2021 fly Manchester Airport. On arrival Heathrow check in, British Airways staff informed booked flight seat name mistake. offered pay fee get second seat changed sister's name British Airways refused u board sent u home. However, staff member spoke desk promised email u flight voucher would get shortly could fly another time BA since offer refunds. never received flight vouchers. chased numerous time phone BA staff said error flight voucher would sent me. They record staff member spoke promised vouchers, say 'no show' inaccurate. sent numerous email BA explaining happened asking form promised vouchers. response emails/messages. One BA staff member phone said track lady spoke Heathrow ask remembers me. So ludicrous take name doubt would remember since see hundred BA customer day."
663,663,0.148,0.804,0.048,-0.7906,0.8322775959968567,0.15149663388729095,0.016225764527916908,"   We have flown with BA for many years and never will again where there is an alternative. Booked and paid for Club class flights. Didn't receive a meal or drinks onboard, crew were so unorganised. We were delayed on the ground for 30 minutes prior to departing so they had plenty of time to prepare but the in-flight service was delayed once up in the air. They commenced the service, albeit very slowly, then abandoned it and closed the service altogether. The crew never even had the decency to speak to us to apologise in person or even over the tannoy.  Complained to BA and received an apology by email with the usual ""we fell short of our standards"" generic speech, but no offer of any partial refund or Avios to compensate for the lack of service. ",1,"We flown BA many year never alternative. Booked paid Club class flights. Didn't receive meal drink onboard, crew unorganised. We delayed ground 30 minute prior departing plenty time prepare in-flight service delayed air. They commenced service, albeit slowly, abandoned closed service altogether. The crew never even decency speak u apologise person even tannoy. Complained BA received apology email usual ""we fell short standards"" generic speech, offer partial refund Avios compensate lack service."
664,664,0.0,0.399,0.601,0.9335,0.0019733437802642584,0.00922951940447092,0.988797128200531,   The crew at Denver airport is top notch! So impressed with their customer service. They were very patient and courteous. Thank you all for being amazing.,9,The crew Denver airport top notch! So impressed customer service. They patient courteous. Thank amazing.
665,665,0.079,0.738,0.184,0.9305,0.050508398562669754,0.357368141412735,0.5921234488487244,   An ordinary BA domestic shuttle flight from Belfast to London Heathrow. Usually uneventful except for the cabin crew announcement three times advising people complete a UK passenger arrival form from the gov.uk website or risk prosecution. Some people challenged this statement and were rebuked. BA Cabin Crew were adamant that this was now a requirement. But the regular traveller amongst us knew this was incorrect advice. Some people were anxious departing the aircraft. Other than that crisp snacks and water were offered which is a nice touch. Sky Cafe still not on sale - not quite sure why given COVID protocols in the UK are mainly relaxed now. BA is still by far the best operator from Ulster to England.,8,An ordinary BA domestic shuttle flight Belfast London Heathrow. Usually uneventful except cabin crew announcement three time advising people complete UK passenger arrival form gov.uk website risk prosecution. Some people challenged statement rebuked. BA Cabin Crew adamant requirement. But regular traveller amongst u knew incorrect advice. Some people anxious departing aircraft. Other crisp snack water offered nice touch. Sky Cafe still sale - quite sure given COVID protocol UK mainly relaxed now. BA still far best operator Ulster England.
666,666,0.2,0.75,0.05,-0.8957,0.7500703930854797,0.22650937736034393,0.023420248180627823,   I’ve had to book six flights with BA recently. All have either been cancelled or had a significant time change. The latest flight was so late into Heathrow we missed our connecting flight even though we’d scheduled around 2 hours between flights. BA staff at Heathrow were rude and generally clueless for the most part. They couldn’t get us to our destination within 24 hours of our scheduled arrival time. We booked an easyJet flight from Gatwick instead and had to pay to get ourselves to Gatwick. A complaint was registered several weeks ago with no response so far. Perhaps BA have a backlog of complaints the way they are performing at the moment. It’s an embarrassment that our national flag carrier is being comfortably out performed by budget airlines but that appears to be the case at the moment.,1,I’ve book six flight BA recently. All either cancelled significant time change. The latest flight late Heathrow missed connecting flight even though we’d scheduled around 2 hour flights. BA staff Heathrow rude generally clueless part. They couldn’t get u destination within 24 hour scheduled arrival time. We booked easyJet flight Gatwick instead pay get Gatwick. complaint registered several week ago response far. Perhaps BA backlog complaint way performing moment. It’s embarrassment national flag carrier comfortably performed budget airline appears case moment.
667,667,0.026,0.83,0.144,0.9136,0.5713908672332764,0.3871314823627472,0.04147763550281525,   The service is got super inconsistent on BA and the management of our diverted flight was unprofessional and lacked any shred of empathy. The flight down from London I was in business class I asked for the mini bottle of champagne that I always treat myself to the cabin crew member said I can’t give you the bottle only a glass. However the other crew member was giving bottles to other passengers in row one and two we were in 3. I asked for a top up and staff said not until they were finished the business cabin in case they would run Out. The crew should not pick and choose one passenger over another and change the service that is not fair. We got diverted as volcano ash was impacting Tenerife we needed to refuel at Gran Canaria 20 mins from Tenerife but we were diverted to Malaga. We got an e mail clearly stating meals and accommodation the crew also said the same - we got to the hotel and no dinner for us and there was no room service. Breakfast was at eight but our bus to the airport was also at eight all we could do at 7.50 was to grab something from the buffet and run to the coach. I have been on diverted flights before we got dinner and  breakfast.,2,The service got super inconsistent BA management diverted flight unprofessional lacked shred empathy. The flight London business class asked mini bottle champagne always treat cabin crew member said can’t give bottle glass. However crew member giving bottle passenger row one two 3. asked top staff said finished business cabin case would run Out. The crew pick choose one passenger another change service fair. We got diverted volcano ash impacting Tenerife needed refuel Gran Canaria 20 min Tenerife diverted Malaga. We got e mail clearly stating meal accommodation crew also said - got hotel dinner u room service. Breakfast eight bus airport also eight could 7.50 grab something buffet run coach. diverted flight got dinner breakfast.
668,668,0.142,0.81,0.048,-0.6072,0.9006227850914001,0.08995116502046585,0.009425987489521503,"  Such terrible service in Club World. Such indifference and lackadaisical attitude. Hardly any service. Everything has to be asked for and gotten. Asked for a cup of tea and had the flight say..'whaa' and then when I said cup of tea she said yes...asked if wanted milk and sugar. Brought to me lukewarm tea with 2 sugar sachets, no spoon or stirrer. Pushed the bell for stirrer and had to wait a full 3 mins before someone came by, eventually for a spoon and had to drink cold tea. Seriously BA...what are you doing? Is this how you welcome back people to fly?",3,"Such terrible service Club World. Such indifference lackadaisical attitude. Hardly service. Everything asked gotten. Asked cup tea flight say..'whaa' said cup tea said yes...asked wanted milk sugar. Brought lukewarm tea 2 sugar sachets, spoon stirrer. Pushed bell stirrer wait full 3 min someone came by, eventually spoon drink cold tea. Seriously BA...what doing? Is welcome back people fly?"
669,669,0.105,0.774,0.121,0.128,0.12834905087947845,0.4366532266139984,0.43499770760536194,   LHR to LCA. Galleries Lounge chock-a-block first thing on a Wednesday morning and T5 seemed as bustling as pre-pandemic. Boarding by groups efficient and flight almost full. Superficially the cabin seemed clean although long hairs on pillows gave the game away. Expanded Club Europe stretching back 12 rows - the new norm? Departure on time. Good drinks service which sequed smoothly into lunch. Post-COVID lunch remains restricted - Do&Co must be horrified by what they're having to produce: miniscule salads and the worst gnocchi dish I've ever tasted. Wi-Fi access wasn't free for business class passengers: £4.99 for an hour of intermittent service is excessive. Arrival ahead of schedule and no issues with passport control at LCA.,7,LHR LCA. Galleries Lounge chock-a-block first thing Wednesday morning T5 seemed bustling pre-pandemic. Boarding group efficient flight almost full. Superficially cabin seemed clean although long hair pillow gave game away. Expanded Club Europe stretching back 12 row - new norm? Departure time. Good drink service sequed smoothly lunch. Post-COVID lunch remains restricted - Do&Co must horrified they're produce: miniscule salad worst gnocchi dish I've ever tasted. Wi-Fi access free business class passengers: £4.99 hour intermittent service excessive. Arrival ahead schedule issue passport control LCA.
670,670,0.122,0.594,0.284,0.8976,0.020124701783061028,0.10777978599071503,0.8720954656600952,"   Very pleasant flight to Lisbon! It was a full flight and we left about 10min late as we were taken to the aircraft by bus at Heathrow and the gate staff allow too much hand luggage to the aircraft. However, in the air great service by the 3 male crew on a big Club class cabin. Friendly and efficient crew even to some demanding and obnoxious passengers. Late breakfast/brunch served was tasty. What a contrast to the Iberia crew (Lisbon/Madrid/London) who were cold and unprofessional.",8,"Very pleasant flight Lisbon! It full flight left 10min late taken aircraft bus Heathrow gate staff allow much hand luggage aircraft. However, air great service 3 male crew big Club class cabin. Friendly efficient crew even demanding obnoxious passengers. Late breakfast/brunch served tasty. What contrast Iberia crew (Lisbon/Madrid/London) cold unprofessional."
671,671,0.109,0.891,0.0,-0.296,0.3268810510635376,0.5769053101539612,0.09621356427669525,"  No check in staff for Economy. Never experienced this before. While Business passengers strolled up, Economy passengers were left standing for 90 mins plus.",3,"No check staff Economy. Never experienced before. While Business passenger strolled up, Economy passenger left standing 90 min plus."
672,672,0.116,0.86,0.024,-0.5994,0.48617127537727356,0.4758544862270355,0.03797423467040062,"   No refund for flights cancelled 14 months ago but provided a ticket voucher valid until 30 April 2022. Tickets bought on Edreams on June 16, 2020 for a flight on July 7, 2020, from Geneva to São Paulo through London (British Airways), round trip. The LHR-GRU flight was cancelled without any explanation. I contacted both Edreams and BA a number of times in the last 14 months but they did not refund the 461 Euros that I paid.",1,"No refund flight cancelled 14 month ago provided ticket voucher valid 30 April 2022. Tickets bought Edreams June 16, 2020 flight July 7, 2020, Geneva São Paulo London (British Airways), round trip. The LHR-GRU flight cancelled without explanation. contacted Edreams BA number time last 14 month refund 461 Euros paid."
673,673,0.118,0.706,0.176,0.128,0.19380174577236176,0.695537269115448,0.11066098511219025,   Stranded in the lounge because I wasn't allocated a seat. This for a flight that I booked months ago. I didn't want to use them but was forced to because Emirates wasn't available. I advise travelers to shun them too and look for more customer friendly options.,2,Stranded lounge allocated seat. This flight booked month ago. want use forced Emirates available. advise traveler shun look customer friendly options.
674,674,0.093,0.815,0.092,-0.2869,0.7321035265922546,0.24133196473121643,0.026564516127109528,"   I think British Airways needs to be much clearer about what their Covid-19 ""travel flexibility"" really means, because it doesn't pass the common-sense test: I purchased a round-trip business class ticket from New York to-and-from Mykonos through London. I traveled there with no problem. The day before my return to New York, though, I took my Covid-19 test and learned that I tested positive. I tried to call the airline on the many usless numbers they provide on their website. The recorded message drones on and on about how they have no one to answer the phone because of Covid safety and simply says ""therefore we can't answer your call; try again."" No ability to leave a call-back number or a voicemail, etc. For whatever reason the BA website thought that I had bought the ticket through a third-party agent (I did not - I bought it on BA.com) and so wouldnt let me cancel or reschedule the flight on the web site. I called and called over the coming days and could not get through to the London, Athens or New York lines. Two days later after having 2 negative PCR tests (the most accurate test), I learned I was not positive and so had to buy a new $5000 return flight to the U.S. I've now been calling the BA USA customer service line for nearly a month at least every other day, never to get through. Finally did and have been told that the fact that I couldnt get on the flight because of a COVID scare counts for nothing. The fact they dont have enough people answering the phone counts for nothing. Or that I was unable to change the flight to a few days later on the web site becuase the ticket was mis-booked. They have offered that if I send them a Greek doctor's note saying that I was sick, then they'll give me a voucher for a future flight from Mykonos to New York. I am speechless at the stupidity of this whole situation. ",1,"think British Airways need much clearer Covid-19 ""travel flexibility"" really means, pas common-sense test: purchased round-trip business class ticket New York to-and-from Mykonos London. traveled problem. The day return New York, though, took Covid-19 test learned tested positive. tried call airline many usless number provide website. The recorded message drone one answer phone Covid safety simply say ""therefore can't answer call; try again."" No ability leave call-back number voicemail, etc. For whatever reason BA website thought bought ticket third-party agent (I - bought BA.com) wouldnt let cancel reschedule flight web site. called called coming day could get London, Athens New York lines. Two day later 2 negative PCR test (the accurate test), learned positive buy new $5000 return flight U.S. I've calling BA USA customer service line nearly month least every day, never get through. Finally told fact couldnt get flight COVID scare count nothing. The fact dont enough people answering phone count nothing. Or unable change flight day later web site becuase ticket mis-booked. They offered send Greek doctor's note saying sick, they'll give voucher future flight Mykonos New York. speechless stupidity whole situation."
675,675,0.228,0.682,0.09,-0.8885,0.8895111680030823,0.10181675106287003,0.008672109805047512,"   My flight from Boston to Heathrow arrived in time, but I and other passengers were not allowed to disembark the plane. We were kept in the tarmac for one hour and a half without being given sufficient information about what was causing this delay. Because of this delay, I and other passengers lost the connecting flight to Tirana. I was offered another connecting flight which was 8 hours later from the time of arrival. When I booked this flight, one of the main reasons that made me choose it was the fact that the layover was a little bit more than an hour. Turning it into an 8 hour layover I think is unacceptable and very poor customer service. It shows lack of respect for your clients and lack of commitment by this company to provide to their customers what they were promised and what they paid for. I am very disappointed by this experience.",1,"My flight Boston Heathrow arrived time, passenger allowed disembark plane. We kept tarmac one hour half without given sufficient information causing delay. Because delay, passenger lost connecting flight Tirana. offered another connecting flight 8 hour later time arrival. When booked flight, one main reason made choose fact layover little bit hour. Turning 8 hour layover think unacceptable poor customer service. It show lack respect client lack commitment company provide customer promised paid for. disappointed experience."
676,676,0.142,0.79,0.067,-0.91,0.8471090197563171,0.1392250508069992,0.013665968552231789,"  Year after year the British Airways (BA) service on the same route (Washington-London) is becoming worse. We just had one bad experience after another on this route in July 2021.  British Airways (BA) notified us that our connection flight to Nice was bumped from 2pm to 6pm so we had to spend an extra 4 hours in the airport during this COVID era. Their website and emails prior to our day of flight kept asking us to check UK.gov for the COVID rules and regulations for transit through London which said that no COVID test was necessary if we could show proof of vaccine, however upon our arrival at the airport they told us we needed to go to the basement to take a COVID test to show negative results. They charged us $250 per person for a rapid COVID test which was an outrage and totally unnecessary. We could have gotten the test done at a cheaper rate had we known that this was a requirement prior to our flight. Food service was horrible (they served food with lots of cheese to me while I had requested a vegan meal due to may dairy allergies). BA damaged our Samsonite luggage and they told us at the airport that we needed to report this online. We have been trying to resolve this issue since July and after asking us for photos like 10 times, they are still giving us the run around. ",1,"Year year British Airways (BA) service route (Washington-London) becoming worse. We one bad experience another route July 2021. British Airways (BA) notified u connection flight Nice bumped 2pm 6pm spend extra 4 hour airport COVID era. Their website email prior day flight kept asking u check UK.gov COVID rule regulation transit London said COVID test necessary could show proof vaccine, however upon arrival airport told u needed go basement take COVID test show negative results. They charged u $250 per person rapid COVID test outrage totally unnecessary. We could gotten test done cheaper rate known requirement prior flight. Food service horrible (they served food lot cheese requested vegan meal due may dairy allergies). BA damaged Samsonite luggage told u airport needed report online. We trying resolve issue since July asking u photo like 10 times, still giving u run around."
677,677,0.108,0.831,0.061,-0.0516,0.6426241397857666,0.316017210483551,0.04135863855481148,"   BA used to be my go to carrier and I am a silver member. However their service seems to have gone hugely downhill. Flights get cancelled, the best alternative flights are offered and whilst in theory you can cancel or amend bookings online or on the app, invariably this is not possible. You cannot contact them by email and you may find yourself sitting on a phone for 40 plus minutes to speak to someone. If they are busy due to cancelled flights they need to employ people to answer calls and emails promptly. I was stunned by the recent cancellation to my Catania flight two weeks before I was due to travel. ",1,"BA used go carrier silver member. However service seems gone hugely downhill. Flights get cancelled, best alternative flight offered whilst theory cancel amend booking online app, invariably possible. You cannot contact email may find sitting phone 40 plus minute speak someone. If busy due cancelled flight need employ people answer call email promptly. stunned recent cancellation Catania flight two week due travel."
678,678,0.149,0.68,0.17,0.6114,0.6862266063690186,0.2515653669834137,0.06220804899930954,"   The entertainment system was working badly, the screen was freezing every time I wanted to open flight map. Though the aircraft was 8 years only, the window blinds worked with delays. The crew informed passengers that there would be no headphones provided as it was supposed to be a short-haul flight. After flying with Aeroflot and S7 Airlines, I expected to receive an excellent BA service, but I got only a pack of crisps and a tiny bottle of water. I think it’s unacceptable for a non-low-cost carrier to offer service like this. I can get that hot meals on board are now rare. I loved the most comfortable seats in my life! I tend to have problems with sleeping on board, but this time I didn’t even noticed my falling asleep right after takeoff. ",5,"The entertainment system working badly, screen freezing every time wanted open flight map. Though aircraft 8 year only, window blind worked delays. The crew informed passenger would headphone provided supposed short-haul flight. After flying Aeroflot S7 Airlines, expected receive excellent BA service, got pack crisp tiny bottle water. think it’s unacceptable non-low-cost carrier offer service like this. get hot meal board rare. loved comfortable seat life! tend problem sleeping board, time didn’t even noticed falling asleep right takeoff."
679,679,0.03,0.713,0.257,0.9794,0.007782939821481705,0.13030745089054108,0.8619096279144287,   I flew on British Airways Cheapest Fare which was a Hand Baggage Only fare in Economy Class. Despite this being the cheapest fare you can actually carry two pieces of cabin luggage both weighing up to 23KG each. The value for money here is incredible. The ground staff at London Heathrow are very polite and helpful. The plane was clean and the cabin crew were very smiley and polite. This was a short haul flight but we were given a free packet of crisps and a bottle of water. There was Wifi onboard which we paid £11.99 for the full flight access package and it was great. It was fast enough to stream a movie on Netflix. If you are considering between a low cost carrier and a premium carrier like BA pay the extra and fly with the premium carrier. With the generous cabin luggage allowance and the free snacks on board it may end up being cheaper and nobody claps when the plane lands.,10,flew British Airways Cheapest Fare Hand Baggage Only fare Economy Class. Despite cheapest fare actually carry two piece cabin luggage weighing 23KG each. The value money incredible. The ground staff London Heathrow polite helpful. The plane clean cabin crew smiley polite. This short haul flight given free packet crisp bottle water. There Wifi onboard paid £11.99 full flight access package great. It fast enough stream movie Netflix. If considering low cost carrier premium carrier like BA pay extra fly premium carrier. With generous cabin luggage allowance free snack board may end cheaper nobody clap plane lands.
680,680,0.054,0.619,0.327,0.862,0.003968388773500919,0.062424201518297195,0.9336073994636536,   Very efficient evening bag drop. Security quick. Galleries North lounge was very good. Food and drinks fine. Plane left on time pre ordered door was ok. Early arrival. Fortunately only our bags were not given priority tags and came out early!,8,Very efficient evening bag drop. Security quick. Galleries North lounge good. Food drink fine. Plane left time pre ordered door ok. Early arrival. Fortunately bag given priority tag came early!
681,681,0.093,0.829,0.078,-0.4637,0.836147665977478,0.14831800758838654,0.015534311532974243,"   Me and my 1 year 11 months baby girl flew business class from Moscow Domodedovo to London Heathrow on 11 august. When we landed at Heathrow, my baby was sleeping. I asked stewards for my stroller, and they said it is going to wait for me at the and of the corridor before entrance to terminal building. I grabbed my sleeping baby, who is nearly 15 kg, and luggage bag (another 15 kg) and walked away. I went and entered the building, and met no one with my pram or just my pram left somewhere in this corridor. And there was no one to ask. Just a flow of passengers behind me and in front of me. On top of that, we landed at terminal 5,and I had to travel on a train to arrivals terminal for passport control and other procedures still on my own, holding my baby and heavy bag on my shoulder. I met no one whom I can ask for a help. First British airways representative I met was after passport control , i explained the situation and he said that I have to go downstairs and my pram will be with my suitcases.  No further assistance or help. I had to wait another hour for luggage and pram. I am absolutely frustrated, upset and disappointed! I can see that British Airways do not care about mothers with kids at all.",1,"Me 1 year 11 month baby girl flew business class Moscow Domodedovo London Heathrow 11 august. When landed Heathrow, baby sleeping. asked steward stroller, said going wait corridor entrance terminal building. grabbed sleeping baby, nearly 15 kg, luggage bag (another 15 kg) walked away. went entered building, met one pram pram left somewhere corridor. And one ask. Just flow passenger behind front me. On top that, landed terminal 5,and travel train arrival terminal passport control procedure still own, holding baby heavy bag shoulder. met one ask help. First British airway representative met passport control , explained situation said go downstairs pram suitcases. No assistance help. wait another hour luggage pram. absolutely frustrated, upset disappointed! see British Airways care mother kid all."
682,682,0.192,0.687,0.121,-0.5799,0.5425194501876831,0.3609224557876587,0.09655812382698059,"   For this flight from Heathrow T5, passengers were piled into the bus and left for 30 mins at the terminal.  Very unhappy passengers - and when confronted the BA transport manager's response was ""sorry - we are still learning"". On arrival at the aircraft a gentleman who came on a wheelchair had no help with his luggage (I helped). Shame - since lounge service was very good. For the flight out from Munich BA had not (re) signed up to the now open lounge in Munich. To me looks like a systemic failing rather than a one off event.",2,"For flight Heathrow T5, passenger piled bus left 30 min terminal. Very unhappy passenger - confronted BA transport manager's response ""sorry - still learning"". On arrival aircraft gentleman came wheelchair help luggage (I helped). Shame - since lounge service good. For flight Munich BA (re) signed open lounge Munich. To look like systemic failing rather one event."
683,683,0.06,0.716,0.224,0.8908,0.3389037251472473,0.355412095785141,0.3056841790676117,"  BA encourage you to download verifly to speed up your check-in, this is absolutely rubbish as the desk staff don’t seem to want this, they want to see the actual forms tests etc! This wasted about 40 minutes and is pointless. The return flight again had no access to the club lounge, you pay for extras such as this as part of the business class ticket price and should by now be made available again (last 2 flight not available at NCE but this is more a part of the Covid experience). On board staff were good although one did joke to another welcome to Ryanair. On board food was very good for a short haul flight.",6,"BA encourage download verifly speed check-in, absolutely rubbish desk staff don’t seem want this, want see actual form test etc! This wasted 40 minute pointless. The return flight access club lounge, pay extra part business class ticket price made available (last 2 flight available NCE part Covid experience). On board staff good although one joke another welcome Ryanair. On board food good short haul flight."
684,684,0.217,0.783,0.0,-0.5719,0.5689560174942017,0.4026801586151123,0.028363848105072975,   They cancelled a flight I booked three months ago for some operational problem at a time where the prices are off the roof. British Airways could not give me any alternatives other than refund or a voucher. ,1,They cancelled flight booked three month ago operational problem time price roof. British Airways could give alternative refund voucher.
685,685,0.14,0.788,0.072,-0.9465,0.588598906993866,0.35838302969932556,0.053018081933259964,"   I’ve been flying with BA for years and never had any issues. I recently had to arrange to have surgery in Budapest and naturally wanted to fly BA. So I booked my flights from BHD to BUD via LHR online on their site. Once booked I informed the hospital and confirmed my appointment. The very next day I received an email from BA telling me they had cancelled my flight to BUD but not to worry as they had moved me to an earlier (a much earlier) flight the same day. Only problem was this earlier flight departed around two hours before my flight from BHD arrived. I would have thought that this would have flashed up on their system as being an issue, but seemingly not… *interlude* To get into Hungary during covid one needs a valid reason, with medical treatment being one. I had to fill in a very confusing form on the Hungarian police website that was a confusing mix of Hungarian and pidgin English. Anyway form filled in with flight numbers etc, emailed to the authorities there and exemption granted. So I took the earlier flight but this meant I had to fly into London the previous evening and stay overnight in a hotel. So operation booked, hotel booked, airport transfers booked immigration papers amended and re sent and admiration granted and flights re booked, what could go wrong? Around three weeks before I was due to travel, BA, rather unsportingly, decided to cancel my flight to BUD again. Needless to say I was furious. I complained to BA customer services and was given a stock excuse about covid disrupting air travel. Great excuse, only having looked at BUD arrivals info, Ryanair had been flying there once daily for at least the preceding several months. So BA’s covid excuse rang somewhat hollow. Epilogue: I got refunded most of my money from the flights I booked with BA, although they refused to refund my BHD - LHR flights because who knows? I also lost the money I had spent on a hotel and half of the money I had spent on booking airport transfers. Given the cavalier attitude BA seem to have to bookings and their indifference to ruining weeks of preparation on my part and the fact that I lost a not inconsiderable sum of money, I’ve decided to avoid BA from now on.",1,"I’ve flying BA year never issues. recently arrange surgery Budapest naturally wanted fly BA. So booked flight BHD BUD via LHR online site. Once booked informed hospital confirmed appointment. The next day received email BA telling cancelled flight BUD worry moved earlier (a much earlier) flight day. Only problem earlier flight departed around two hour flight BHD arrived. would thought would flashed system issue, seemingly not… *interlude* To get Hungary covid one need valid reason, medical treatment one. fill confusing form Hungarian police website confusing mix Hungarian pidgin English. Anyway form filled flight number etc, emailed authority exemption granted. So took earlier flight meant fly London previous evening stay overnight hotel. So operation booked, hotel booked, airport transfer booked immigration paper amended sent admiration granted flight booked, could go wrong? Around three week due travel, BA, rather unsportingly, decided cancel flight BUD again. Needless say furious. complained BA customer service given stock excuse covid disrupting air travel. Great excuse, looked BUD arrival info, Ryanair flying daily least preceding several months. So BA’s covid excuse rang somewhat hollow. Epilogue: got refunded money flight booked BA, although refused refund BHD - LHR flight knows? also lost money spent hotel half money spent booking airport transfers. Given cavalier attitude BA seem booking indifference ruining week preparation part fact lost inconsiderable sum money, I’ve decided avoid BA on."
